,bill_id,code,bill_number,title,description,state,session,filename,status,status_date,url
1318063,182406,HB1016,HB1016,Revise certain provisions regarding 911 emergency services.,Revise certain provisions regarding 911 emergency services.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1016.json,4,2010-03-12,http://legis.state.sd.us/sessions/2010/Bills/HB1016ENR.pdf
1318064,182407,HB1017,HB1017,Provide for state adoption of the 2009 Uniform Plumbing Code.,Provide for state adoption of the 2009 Uniform Plumbing Code.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1017.json,4,2010-03-01,http://legis.state.sd.us/sessions/2010/Bills/HB1017ENR.pdf
1318065,182408,HB1018,HB1018,Revise certain provisions regarding unemployment insurance benefit eligibility of part-time workers and to provide additional unemployment insurance benefits to workers attending approved training.,Revise certain provisions regarding unemployment insurance benefit eligibility of part-time workers and to provide additional unemployment insurance benefits to workers attending approved training.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1018.json,4,2010-03-12,http://legis.state.sd.us/sessions/2010/Bills/HB1018ENR.pdf
1318066,182409,HB1019,HB1019,Revise certain provisions regarding the requirements for notarizing documents.,Revise certain provisions regarding the requirements for notarizing documents.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1019.json,1,2010-01-12,http://legis.state.sd.us/sessions/2010/Bills/HB1019P.pdf
1318067,182410,HB1020,HB1020,Authorize the transfer of certain special education funds to other funds under certain conditions and to declare an emergency.,Authorize the transfer of certain special education funds to other funds under certain conditions and to declare an emergency.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1020.json,4,2010-02-09,http://legis.state.sd.us/sessions/2010/Bills/HB1020ENR.pdf
1318068,182411,HB1021,HB1021,Authorize the deposit of federal special education funds into the capital outlay fund for the purchase of equipment for the purpose of special education and to declare an emergency.,Authorize the deposit of federal special education funds into the capital outlay fund for the purchase of equipment for the purpose of special education and to declare an emergency.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1021.json,4,2010-02-17,http://legis.state.sd.us/sessions/2010/Bills/HB1021ENR.pdf
1318069,182412,HB1022,HB1022,Revise certain statutes to reflect the current organizational structure of the Department of Education.,Revise certain statutes to reflect the current organizational structure of the Department of Education.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1022.json,4,2010-02-09,http://legis.state.sd.us/sessions/2010/Bills/HB1022ENR.pdf
1318070,182413,HB1023,HB1023,Revise certain requirements regarding make up time for school districts.,Revise certain requirements regarding make up time for school districts.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1023.json,4,2010-02-09,http://legis.state.sd.us/sessions/2010/Bills/HB1023ENR.pdf
1318071,182414,HB1024,HB1024,Repeal the requirement for school districts to have certain teaching certificates on file.,Repeal the requirement for school districts to have certain teaching certificates on file.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1024.json,4,2010-02-11,http://legis.state.sd.us/sessions/2010/Bills/HB1024ENR.pdf
1318072,182415,HB1025,HB1025,Authorize the Board of Regents to construct a motor pool building at South Dakota State University and to make an appropriation therefor.,Authorize the Board of Regents to construct a motor pool building at South Dakota State University and to make an appropriation therefor.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1025.json,4,2010-03-10,http://legis.state.sd.us/sessions/2010/Bills/HB1025ENR.pdf
1318073,182416,HB1026,HB1026,"Authorize the Board of Regents to construct phase II of the Electrical Engineering and Computer Science Building on the campus of South Dakota State University, to accept donations for such purpose, to acquire land incidental thereto, and to make appropriations therefor.","Authorize the Board of Regents to construct phase II of the Electrical Engineering and Computer Science Building on the campus of South Dakota State University, to accept donations for such purpose, to acquire land incidental thereto, and to make appropriations therefor.",SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1026.json,4,2010-03-10,http://legis.state.sd.us/sessions/2010/Bills/HB1026ENR.pdf
1318074,182417,HB1027,HB1027,"Authorize the Board of Regents to construct a visitor center on the grounds of McCrory Gardens on the campus of South Dakota State University, to accept donations for such purpose, to make an appropriation therefor, and to declare an emergency.","Authorize the Board of Regents to construct a visitor center on the grounds of McCrory Gardens on the campus of South Dakota State University, to accept donations for such purpose, to make an appropriation therefor, and to declare an emergency.",SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1027.json,4,2010-03-10,http://legis.state.sd.us/sessions/2010/Bills/HB1027ENR.pdf
1318075,182418,HB1028,HB1028,Revise certain requirements for the provisional certification of interpreters for the deaf and revise certain authority to promulgate rules concerning certified interpreters for the deaf.,Revise certain requirements for the provisional certification of interpreters for the deaf and revise certain authority to promulgate rules concerning certified interpreters for the deaf.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1028.json,4,2010-03-01,http://legis.state.sd.us/sessions/2010/Bills/HB1028ENR.pdf
1318076,182419,HB1029,HB1029,"Authorize the Board of Social Worker Examiners to deny, suspend, or revoke applications for licensure or licenses under certain circumstances and repeal certain physical examination provisions.","Authorize the Board of Social Worker Examiners to deny, suspend, or revoke applications for licensure or licenses under certain circumstances and repeal certain physical examination provisions.",SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1029.json,4,2010-03-01,http://legis.state.sd.us/sessions/2010/Bills/HB1029ENR.pdf
1318077,182420,HB1030,HB1030,Revise certain provisions regarding references to the Internal Revenue Code.,Revise certain provisions regarding references to the Internal Revenue Code.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1030.json,4,2010-02-11,http://legis.state.sd.us/sessions/2010/Bills/HB1030ENR.pdf
1318078,182421,HB1031,HB1031,Define conference bridging services for sales and use tax purposes.,Define conference bridging services for sales and use tax purposes.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1031.json,4,2010-02-17,http://legis.state.sd.us/sessions/2010/Bills/HB1031ENR.pdf
1318079,182422,HB1032,HB1032,Revise certain provisions regarding the reporting period for the collection of the use tax.,Revise certain provisions regarding the reporting period for the collection of the use tax.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1032.json,4,2010-02-18,http://legis.state.sd.us/sessions/2010/Bills/HB1032ENR.pdf
1318080,182423,HB1033,HB1033,Permit and regulate the blending of natural gasoline and ethyl alcohol and to provide for an ethanol broker license.,Permit and regulate the blending of natural gasoline and ethyl alcohol and to provide for an ethanol broker license.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1033.json,4,2010-03-10,http://legis.state.sd.us/sessions/2010/Bills/HB1033ENR.pdf
1318081,182424,HB1034,HB1034,"Authorize the collection of a mailing fee if plates or decals are mailed to certain dealers, motor carrier applicants, and boat owners.","Authorize the collection of a mailing fee if plates or decals are mailed to certain dealers, motor carrier applicants, and boat owners.",SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1034.json,4,2010-02-25,http://legis.state.sd.us/sessions/2010/Bills/HB1034ENR.pdf
1318082,182425,HB1035,HB1035,Revise certain provisions regarding boat license decals and boat numbering.,Revise certain provisions regarding boat license decals and boat numbering.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1035.json,4,2010-03-01,http://legis.state.sd.us/sessions/2010/Bills/HB1035ENR.pdf
1318083,182426,HB1036,HB1036,Create a licensing category for the owners of property where licensed gaming is conducted in the city of Deadwood.,Create a licensing category for the owners of property where licensed gaming is conducted in the city of Deadwood.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1036.json,4,2010-03-29,http://legis.state.sd.us/sessions/2010/Bills/HB1036ENR.pdf
1318084,182427,HB1037,HB1037,Revise certain provisions regarding insurance producer licensing.,Revise certain provisions regarding insurance producer licensing.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1037.json,4,2010-03-04,http://legis.state.sd.us/sessions/2010/Bills/HB1037ENR.pdf
1318085,182428,HB1038,HB1038,Clarify certain provisions relating to orders issued for examinations of certain insurers.,Clarify certain provisions relating to orders issued for examinations of certain insurers.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1038.json,4,2010-03-01,http://legis.state.sd.us/sessions/2010/Bills/HB1038ENR.pdf
1318086,182429,HB1039,HB1039,Revise certain provisions regarding the use of an exemption certificate for tax purposes.,Revise certain provisions regarding the use of an exemption certificate for tax purposes.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1039.json,4,2010-02-18,http://legis.state.sd.us/sessions/2010/Bills/HB1039ENR.pdf
1318087,182430,HB1040,HB1040,Revise certain provisions relating to life insurance refunds.,Revise certain provisions relating to life insurance refunds.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1040.json,4,2010-03-04,http://legis.state.sd.us/sessions/2010/Bills/HB1040ENR.pdf
1318088,182431,HB1041,HB1041,Revise the discount on the sales of cigarette tax stamps to distributors.,Revise the discount on the sales of cigarette tax stamps to distributors.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1041.json,4,2010-03-12,http://legis.state.sd.us/sessions/2010/Bills/HB1041ENR.pdf
1318089,182432,HB1042,HB1042,Increase certain billboard permit fees.,Increase certain billboard permit fees.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1042.json,4,2010-03-11,http://legis.state.sd.us/sessions/2010/Bills/HB1042ENR.pdf
1318090,182433,HB1043,HB1043,"Revise the risk pool rate methodology, to revise the number of risk pool benefit plans offered, and to revise open enrollment for uninsurable children.","Revise the risk pool rate methodology, to revise the number of risk pool benefit plans offered, and to revise open enrollment for uninsurable children.",SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1043.json,4,2010-03-01,http://legis.state.sd.us/sessions/2010/Bills/HB1043ENR.pdf
1318091,182434,HB1044,HB1044,"Make an appropriation to reimburse certain family physicians, physician assistants, and dentists who have complied with the requirements of the physician tuition reimbursement program, the midlevel tuition reimbursement program, and the dental tuition reimbursement program.","Make an appropriation to reimburse certain family physicians, physician assistants, and dentists who have complied with the requirements of the physician tuition reimbursement program, the midlevel tuition reimbursement program, and the dental tuition reimbursement program.",SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1044.json,4,2010-03-01,http://legis.state.sd.us/sessions/2010/Bills/HB1044ENR.pdf
1318092,182435,HB1045,HB1045,"Revise the definition of anabolic steroid, to provide for the scheduling of tapentadol, lacosamide, and fospropofol as controlled substances, and to declare an emergency.","Revise the definition of anabolic steroid, to provide for the scheduling of tapentadol, lacosamide, and fospropofol as controlled substances, and to declare an emergency.",SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1045.json,4,2010-02-25,http://legis.state.sd.us/sessions/2010/Bills/HB1045ENR.pdf
1318093,182436,HB1046,HB1046,Revise certain provisions for the procurement of goods and services for governmental agencies.,Revise certain provisions for the procurement of goods and services for governmental agencies.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1046.json,4,2010-03-12,http://legis.state.sd.us/sessions/2010/Bills/HB1046ENR.pdf
1318094,182437,HB1047,HB1047,Clarify certain powers of the state as conservator of a protected person.,Clarify certain powers of the state as conservator of a protected person.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1047.json,4,2010-03-10,http://legis.state.sd.us/sessions/2010/Bills/HB1047ENR.pdf
1318095,182438,HB1048,HB1048,Revise certain provisions relating to a previous appropriation for National Guard armory construction.,Revise certain provisions relating to a previous appropriation for National Guard armory construction.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1048.json,4,2010-03-10,http://legis.state.sd.us/sessions/2010/Bills/HB1048ENR.pdf
1318096,182439,HB1049,HB1049,Revise the qualifications for the director of the Division of Veterans Affairs.,Revise the qualifications for the director of the Division of Veterans Affairs.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1049.json,4,2010-02-09,http://legis.state.sd.us/sessions/2010/Bills/HB1049ENR.pdf
1318097,182440,HB1050,HB1050,Revise the per student allocation for the state aid to general education formula.,Revise the per student allocation for the state aid to general education formula.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1050.json,1,2010-01-12,http://legis.state.sd.us/sessions/2010/Bills/HB1050P.pdf
1318098,182441,HB1051,HB1051,"Equate, within certain limits, the annual percentage increase in per student funding for general education and for special education to the projected change in state general fund revenue, and to require the Legislature to estimate general fund revenues for the current fiscal year and the next fiscal year.","Equate, within certain limits, the annual percentage increase in per student funding for general education and for special education to the projected change in state general fund revenue, and to require the Legislature to estimate general fund revenues for the current fiscal year and the next fiscal year.",SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1051.json,3,2010-03-02,http://legis.state.sd.us/sessions/2010/Bills/HB1051S.pdf
1318099,182442,HB1052,HB1052,Revise the definition of full-time equivalent to exclude students employed by public postsecondary institutions.,Revise the definition of full-time equivalent to exclude students employed by public postsecondary institutions.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1052.json,4,2010-03-10,http://legis.state.sd.us/sessions/2010/Bills/HB1052ENR.pdf
1318100,182443,HB1053,HB1053,Revise certain provisions concerning campaign finance and to declare an emergency.,Revise certain provisions concerning campaign finance and to declare an emergency.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1053.json,4,2010-03-29,http://legis.state.sd.us/sessions/2010/Bills/HB1053ENR.pdf
1318101,182444,HB1054,HB1054,Provide independent voters voting absentee the appropriate ballot during a primary election and to declare an emergency.,Provide independent voters voting absentee the appropriate ballot during a primary election and to declare an emergency.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1054.json,4,2010-03-29,http://legis.state.sd.us/sessions/2010/Bills/HB1054ENR.pdf
1318102,182445,HB1055,HB1055,"Revise certain provisions regarding the appointment of members to the Game, Fish and Parks Commission.","Revise certain provisions regarding the appointment of members to the Game, Fish and Parks Commission.",SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1055.json,2,2010-02-18,http://legis.state.sd.us/sessions/2010/Bills/HB1055H.pdf
1318103,182446,HB1056,HB1056,Make an appropriation from the coordinated natural resources conservation fund to the State Conservation Commission and to declare an emergency.,Make an appropriation from the coordinated natural resources conservation fund to the State Conservation Commission and to declare an emergency.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1056.json,4,2010-03-10,http://legis.state.sd.us/sessions/2010/Bills/HB1056ENR.pdf
1318104,182447,HB1057,HB1057,Revise and update certain provisions relating to dairy production and inspection.,Revise and update certain provisions relating to dairy production and inspection.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1057.json,4,2010-03-29,http://legis.state.sd.us/sessions/2010/Bills/HB1057ENR.pdf
1318105,182448,HB1058,HB1058,Restructure the South Dakota Weed and Pest Control Commission.,Restructure the South Dakota Weed and Pest Control Commission.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1058.json,4,2010-02-25,http://legis.state.sd.us/sessions/2010/Bills/HB1058ENR.pdf
1318106,182449,HB1059,HB1059,Authorize the State Investment Council to discuss in executive session certain information exempt from public disclosure.,Authorize the State Investment Council to discuss in executive session certain information exempt from public disclosure.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1059.json,4,2010-03-08,http://legis.state.sd.us/sessions/2010/Bills/HB1059ENR.pdf
1318107,182450,HB1060,HB1060,Provide certain tax refunds for new or expanded wind energy facilities.,Provide certain tax refunds for new or expanded wind energy facilities.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1060.json,4,2010-03-30,http://legis.state.sd.us/sessions/2010/Bills/HB1060ENR.pdf
1318108,182451,HB1061,HB1061,Revise certain provisions regarding organization and operation of the public entity pool for liability.,Revise certain provisions regarding organization and operation of the public entity pool for liability.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1061.json,4,2010-03-10,http://legis.state.sd.us/sessions/2010/Bills/HB1061ENR.pdf
1318109,182452,HB1062,HB1062,Provide for certain mandatory training for county coroners.,Provide for certain mandatory training for county coroners.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1062.json,4,2010-03-04,http://legis.state.sd.us/sessions/2010/Bills/HB1062ENR.pdf
1318110,182453,HB1063,HB1063,Repeal the responsibility of the attorney general to fix certain liability insurance limits for sheriffs.,Repeal the responsibility of the attorney general to fix certain liability insurance limits for sheriffs.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1063.json,4,2010-03-04,http://legis.state.sd.us/sessions/2010/Bills/HB1063ENR.pdf
1318111,182454,HB1064,HB1064,Establish a process for persons exposed to certain blood-borne infections to require testing for blood-borne pathogens and to provide for the confidentiality of the source individual.,Establish a process for persons exposed to certain blood-borne infections to require testing for blood-borne pathogens and to provide for the confidentiality of the source individual.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1064.json,4,2010-03-04,http://legis.state.sd.us/sessions/2010/Bills/HB1064ENR.pdf
1318112,182455,HB1065,HB1065,Establish quarterly escrow payments by nonparticipating tobacco manufacturers.,Establish quarterly escrow payments by nonparticipating tobacco manufacturers.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1065.json,4,2010-03-04,http://legis.state.sd.us/sessions/2010/Bills/HB1065ENR.pdf
1318113,182456,HB1066,HB1066,Provide for the issuance of landowner-sponsored big game hunting licenses.,Provide for the issuance of landowner-sponsored big game hunting licenses.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1066.json,1,2010-01-14,http://legis.state.sd.us/sessions/2010/Bills/HB1066P.pdf
1318114,182457,HB1067,HB1067,Restrict the entry of conservation officers onto certain private land without permission.,Restrict the entry of conservation officers onto certain private land without permission.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1067.json,1,2010-01-14,http://legis.state.sd.us/sessions/2010/Bills/HB1067P.pdf
1318115,182458,HB1068,HB1068,Revise the limitation on damages for medical malpractice actions.,Revise the limitation on damages for medical malpractice actions.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1068.json,1,2010-01-15,http://legis.state.sd.us/sessions/2010/Bills/HB1068P.pdf
1318116,182459,HB1069,HB1069,Revise certain provisions relating to the transportation of alcoholic beverages and to authorize transportation by religious organizations under certain circumstances.,Revise certain provisions relating to the transportation of alcoholic beverages and to authorize transportation by religious organizations under certain circumstances.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1069.json,4,2010-03-04,http://legis.state.sd.us/sessions/2010/Bills/HB1069ENR.pdf
1318117,182460,HB1070,HB1070,Revise certain provisions relating to the voidability of gambling contracts.,Revise certain provisions relating to the voidability of gambling contracts.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1070.json,4,2010-03-04,http://legis.state.sd.us/sessions/2010/Bills/HB1070ENR.pdf
1318118,182461,HB1071,HB1071,Revise certain provisions relating to parental liability for willful acts of a child and to revise the limitation on recovery.,Revise certain provisions relating to parental liability for willful acts of a child and to revise the limitation on recovery.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1071.json,4,2010-03-09,http://legis.state.sd.us/sessions/2010/Bills/HB1071ENR.pdf
1318119,182462,HB1072,HB1072,Provide for the election of a vice chair for county commissions.,Provide for the election of a vice chair for county commissions.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1072.json,4,2010-03-12,http://legis.state.sd.us/sessions/2010/Bills/HB1072ENR.pdf
1318120,182463,HB1073,HB1073,Clarify certain provisions relating to a court's continuing jurisdiction to revoke probation or a suspended execution of sentence.,Clarify certain provisions relating to a court's continuing jurisdiction to revoke probation or a suspended execution of sentence.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1073.json,4,2010-03-04,http://legis.state.sd.us/sessions/2010/Bills/HB1073ENR.pdf
1318121,182464,HB1074,HB1074,Allow copies of juvenile files to be provided to certain named parties or by court order rather than limiting use to inspection of the file only.,Allow copies of juvenile files to be provided to certain named parties or by court order rather than limiting use to inspection of the file only.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1074.json,4,2010-03-08,http://legis.state.sd.us/sessions/2010/Bills/HB1074ENR.pdf
1318122,182465,HB1075,HB1075,Revise certain provisions relating to credit against unpaid fines and costs for time served and to disallow credit for time served against unpaid victim restitution.,Revise certain provisions relating to credit against unpaid fines and costs for time served and to disallow credit for time served against unpaid victim restitution.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1075.json,4,2010-03-09,http://legis.state.sd.us/sessions/2010/Bills/HB1075ENR.pdf
1318123,182466,HB1076,HB1076,Repeal certain statutes related to the testimony of sex offense victims and to evidence of a victim's prior sexual conduct in coordination with the adoption of certain evidentiary rules by the Supreme Court.,Repeal certain statutes related to the testimony of sex offense victims and to evidence of a victim's prior sexual conduct in coordination with the adoption of certain evidentiary rules by the Supreme Court.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1076.json,4,2010-03-09,http://legis.state.sd.us/sessions/2010/Bills/HB1076ENR.pdf
1318124,182467,HB1077,HB1077,Enact a procedure for delayed appeal if the petitioner was unconstitutionally denied the right of appeal.,Enact a procedure for delayed appeal if the petitioner was unconstitutionally denied the right of appeal.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1077.json,4,2010-03-29,http://legis.state.sd.us/sessions/2010/Bills/HB1077ENR.pdf
1318125,182468,HB1078,HB1078,Revise certain provisions regarding court records inspection and copying.,Revise certain provisions regarding court records inspection and copying.,SD,2010 Regular Session,bill_data\SD\2010-2010_Regular_Session\bill\HB1078.json,4,2010-03-09,http://legis.state.sd.us/sessions/2010/Bills/HB1078ENR.pdf
